0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.5253903865814209,0.06657183170318604,0.2693420350551605,0.5012546181678772,0.3718642592430115,0.47906404733657837,0.09082800149917603,0.28365373611450195,0.3805336654186249,0.3578307032585144,0.6649503111839294,0.5590492486953735,0.28540587425231934,0.1061832532286644,-0.008871868252754211,-0.0048400163650512695
0.5254649519920349,0.06672702729701996,0.2693294584751129,0.5011688470840454,0.37189555168151855,0.47874367237091064,0.09083953499794006,0.28274136781692505,0.3810460865497589,0.35726845264434814,0.6671447157859802,0.5587377548217773,0.2850962281227112,0.10605495423078537,-0.009859032928943634,-0.0070916712284088135
0.5252306461334229,0.066533163189888,0.2694602906703949,0.5013700127601624,0.37216341495513916,0.47902172803878784,0.0908549576997757,0.2839065194129944,0.3811749219894409,0.3577422797679901,0.6653892397880554,0.5592268705368042,0.28566572070121765,0.10631413757801056,-0.008742406964302063,-0.004573933780193329
0.5389119386672974,0.07365220785140991,0.3252160847187042,0.5103465914726257,0.3629090487957001,0.5154082775115967,0.09155618399381638,0.2912633419036865,0.4002564251422882,0.41154569387435913,0.6232790350914001,0.5595271587371826,0.28716936707496643,0.12511323392391205,0.3816581070423126,0.907183825969696
0.5250501036643982,0.06663422286510468,0.26927003264427185,0.5011312961578369,0.37230587005615234,0.4785917401313782,0.09078381955623627,0.2831997871398926,0.38141050934791565,0.3571573495864868,0.6669144034385681,0.5588148832321167,0.28537464141845703,0.10621371120214462,-0.009622402489185333,-0.006545104086399078
0.5248828530311584,0.06659005582332611,0.2691613435745239,0.5011449456214905,0.3724546730518341,0.47855502367019653,0.09078827500343323,0.2833826243877411,0.3816204369068146,0.3571043610572815,0.6667023301124573,0.558870792388916,0.2854503393173218,0.10627494007349014,-0.009536825120449066,-0.00632583349943161
0.5249149203300476,0.06655807793140411,0.26925382018089294,0.5012094974517822,0.3723844289779663,0.4786818027496338,0.09078717231750488,0.28364691138267517,0.38131052255630493,0.3573991358280182,0.6655589938163757,0.559013843536377,0.285533607006073,0.1062747910618782,-0.009196534752845764,-0.005591116845607758
0.5249172449111938,0.06663621962070465,0.2690902054309845,0.5011210441589355,0.37237200140953064,0.4784865379333496,0.09078654646873474,0.28322580456733704,0.3814755380153656,0.3570922017097473,0.6665536165237427,0.5587989687919617,0.2853071093559265,0.10619890689849854,-0.009611330926418304,-0.006491795182228088
0.5250500440597534,0.06653359532356262,0.26932385563850403,0.5012375712394714,0.37232741713523865,0.47881799936294556,0.09081924706697464,0.2837303578853607,0.38136720657348633,0.35745590925216675,0.6659529805183411,0.5590553283691406,0.2856171727180481,0.10632149130105972,-0.009075336158275604,-0.0053146108984947205
0.5251174569129944,0.0665043443441391,0.26930129528045654,0.5013000965118408,0.37214019894599915,0.4790017008781433,0.09084709733724594,0.2839570939540863,0.3810756206512451,0.3577309250831604,0.6649343371391296,0.5591640472412109,0.2855985760688782,0.10630122572183609,-0.008708864450454712,-0.004466749727725983
0.5249529480934143,0.06658630073070526,0.2691461443901062,0.5011561512947083,0.37235164642333984,0.4786156415939331,0.09081672132015228,0.28345248103141785,0.38150468468666077,0.35719606280326843,0.6663567423820496,0.5588982701301575,0.28542691469192505,0.10625707358121872,-0.009397603571414948,-0.0060080066323280334
0.5249695777893066,0.06662580370903015,0.2692027688026428,0.5011193752288818,0.3723697066307068,0.4785385727882385,0.09079001098871231,0.2832295596599579,0.38151121139526367,0.35710465908050537,0.6668152213096619,0.5588099956512451,0.2853650450706482,0.10622497648000717,-0.009642194956541061,-0.006566397845745087
0.5252793431282043,0.06658801436424255,0.2694838345050812,0.5012498497962952,0.372066468000412,0.478921115398407,0.0908031165599823,0.28349602222442627,0.38102129101753235,0.35755854845046997,0.6661762595176697,0.5590185523033142,0.2855323553085327,0.10623568296432495,-0.009173229336738586,-0.005589082837104797
0.5389119386672974,0.07365220785140991,0.3252160847187042,0.5103465914726257,0.3629090487957001,0.5154082775115967,0.09155618399381638,0.2912633419036865,0.4002564251422882,0.41154569387435913,0.6232790350914001,0.5595271587371826,0.28716936707496643,0.12511323392391205,0.3816581070423126,0.907183825969696
0.5251697301864624,0.06656020879745483,0.2694023847579956,0.5012766122817993,0.37217065691947937,0.4788980484008789,0.09082350134849548,0.2836796045303345,0.381204217672348,0.35754865407943726,0.6659146547317505,0.5590819120407104,0.28558361530303955,0.10628041625022888,-0.009024195373058319,-0.005218982696533203
0.5249698758125305,0.06654776632785797,0.26928430795669556,0.5012260675430298,0.37240299582481384,0.4787338376045227,0.09079089760780334,0.28363820910453796,0.38141724467277527,0.35737907886505127,0.6660609245300293,0.5590177774429321,0.2855738699436188,0.10630980134010315,-0.009204775094985962,-0.005598925054073334
